TransactionID,AnomalyScore
1,0.6866994638180963
2,0.08174887080114657
3,0.023856830105308702
4,0.8769943477359176
5,0.03405877267311075
6,0.12117289920137753
7,0.10989167565470637
8,0.7805342072486868
9,0.010470905371615435
10,0.02937626993758846
11,0.08345539547881187
12,0.45173494506354817
13,0.4448031201651125
14,0.9973396329012194
15,0.8279264002423734
16,0.4559473695840319
17,0.07861696888695324
18,0.5328202953043202
19,0.2520122859524184
20,0.27915860793682246
21,0.6759407120991201
22,0.12422847812352122
23,0.1953263896357612
24,0.6172898016719134
25,0.24435303793108631
26,0.48707028968640387
27,0.42273599776109083
28,0.838064383449069
29,0.4633405713676668
30,0.6466000102947055
31,0.028645150404921216
32,0.11395570667196098
33,0.7904919847795615
34,0.49614139708793303
35,0.02342486039396674
36,0.10561842692180545
37,0.11736136856689516
38,0.682579996111541
39,0.9384845538305628
40,0.5326091267272046
41,0.3194777655854669
42,0.21494583991215943
43,0.5672705382841227
44,0.7663300041347579
45,0.7076318867164036
46,0.9923378496402676
47,0.531697063932589
48,0.03224026785581258
49,0.006120114136927479
50,0.04472529189256935
51,0.9181560081146742
52,0.05554557802394289
53,0.5687201877502441
54,0.11162745505770055
55,0.6294201752731601
56,0.5047562252447003
57,0.7124860792029184
58,0.6232913655459015
59,0.6889460878176792
60,0.7012128117494796
61,0.3817522806168361
62,0.44788175474608793
63,0.7690132128559298
64,0.3391291866143247
65,0.09519389571396242
66,0.10729068703870592
67,0.169625926112435
68,0.5467204678243731
69,0.7132956071476505
70,0.21893938856325978
71,0.5521439297775538
72,0.16177285869127056
73,0.6860135687546838
74,0.957373586986144
75,0.7842947190605576
76,0.48858780040481387
77,0.2178905074792401
78,0.39413091123024335
79,0.6085123427185402
80,0.02555859011765471
81,0.20079919596783347
82,0.08497920738895204
83,0.014876929656268856
84,0.8500908746590535
85,0.8858380254109788
86,0.6619170473823522
87,0.7086399710261254
88,0.036556437984812895
89,0.44029075332660117
90,0.00023370720056559158
91,0.5325805700018359
92,0.1103865196909265
93,0.19017986862707403
94,0.46040787452182164
95,0.6351498923024964
96,0.49500245468652404
97,0.3040718787901955
98,0.291574943975321
99,0.2419476642350824
100,0.33748599413763625
101,0.9603976293466877
102,0.2645800599183321
103,0.3332819881973068
104,0.3398523619032424
105,0.2223044794557515
106,0.4215635124057515
107,0.36645455187686693
108,0.8913273664664983
109,0.7824277459451286
110,0.006331515670629395
111,0.6864802438144277
112,0.290569092728993
113,0.3787730482978894
114,0.8384719464730573
115,0.8548717198256173
116,0.4309100079096375
117,0.8626867847533091
118,0.9230146888184373
119,0.8521427323660469
120,0.042807118956268986
121,0.7459715350697309
122,0.5893665589856495
123,0.269505804949578
124,0.4136975064344618
125,0.7920798620894777
126,0.40773166551530904
127,0.5470065298001408
128,0.6487036898380295
129,0.8657397106795307
130,0.6067478301246536
131,0.5439223502745882
132,0.19443144544462765
133,0.05078408121149114
134,0.6752844762825353
135,0.35181206295991174
136,0.6862647854532525
137,0.16629205270871306
138,0.10742555578532309
139,0.06534636063824717
140,0.7817590190058886
141,0.671085348147031
142,0.5218400263257464
143,0.008391557654154225
144,0.26430474517003055
145,0.7695243691162444
146,0.0963849867089952
147,0.5907825622817242
148,0.5996910725465628
149,0.07698738800289595
150,0.9827270365132578
151,0.6983944973107784
152,0.7864850345761688
153,0.8608939744740778
154,0.03632535940479176
155,0.15248488927112702
156,0.19516230547104707
157,0.7535838037722454
158,0.0013112357995281876
159,0.06861081702592797
160,0.799903050684708
161,0.8128326048241296
162,0.1303453119881498
163,0.8961648984302398
164,0.3292528457660703
165,0.06396526205248709
166,0.17296787826242876
167,0.9579481005143656
168,0.8398890363857324
169,0.6381432315674004
170,0.4297705660959885
171,0.4491231704158719
172,0.4188655842737862
173,0.9566960542981932
174,0.7962993717062002
175,0.35782089590908095
176,0.3581691063319129
177,0.3663305510153918
178,0.4797418085390359
179,0.8059953499461918
180,0.4466950064139259
181,0.14805828529930298
182,0.7304494846487675
183,0.9666454635140961
184,0.9345265989340055
185,0.8713778981354636
186,0.08872248914390557
187,0.3804867275873326
188,0.5997076288705414
189,0.052584119576462474
190,0.1324130798457156
191,0.28161699231222004
192,0.036140126848794196
193,0.9644991055160976
194,0.17640836659630665
195,0.829296851161239
196,0.15564468451284874
197,0.7831297143194322
198,0.4507371718071249
199,0.35409113704242523
200,0.6543579686540659
201,0.09246986749895436
202,0.8635439599431781
203,0.6459808078950701
204,0.10320592913517146
205,0.7811165111485706
206,0.3867848646906189
207,0.27411000072722824
208,0.3144079950434221
209,0.2883373503010789
210,0.32279808392531595
211,0.970049124736776
212,0.8581859979634036
213,0.44632730307153934
214,0.11686311461023913
215,0.24732000500820872
216,0.04985836018109191
217,0.4855999522759509
218,0.08657583316655615
219,0.8576199416102118
220,0.3073939306775677
221,0.210648526054667
222,0.05902929868480378
223,0.017716041298120322
