TransactionID,TransactionAmount
1,79.41360746377397
2,12.053087153568082
3,33.31035719105734
4,46.12111728963105
5,54.05161801340517
6,34.54513807247706
7,55.383112817522296
8,17.855877857196635
9,75.65994449829373
10,67.93187884012292
11,23.895622711901446
12,17.797222024189402
13,64.78165788186897
14,43.691459478352925
15,35.45084414311964
16,47.62737483292299
17,83.80043412877465
18,67.01973545243015
19,79.67952921186595
20,23.12632324762183
21,60.70535435436163
22,53.84670686845873
23,15.579538194663694
24,13.386777836538998
25,98.4640558012606
26,95.19370554798026
27,77.5092196540028
28,51.77113770450813
29,73.08040768249539
30,83.8842181328395
31,59.9638046074686
32,64.82555289198555
33,16.31638922256401
34,74.89233384628318
35,63.48108383812917
36,55.0748944700021
37,15.85588970150042
38,35.25955889294103
39,53.30527210965001
40,89.31329987617828
41,13.156789554321755
42,39.31008128591371
43,62.40210028810944
44,88.11638357233643
45,29.203181435601817
46,15.0314207539817
47,64.0550437068745
48,37.31484596425175
49,11.93959323128237
50,17.91599331862236
51,28.42012347274126
52,95.91411492767848
53,44.00543975418234
54,39.083675731208004
55,79.91319162474862
56,99.39547482554185
57,98.02129252071374
58,85.97846399845285
59,61.369965594477215
60,56.39017672096056
61,52.224587954587946
62,88.00863507425593
63,22.41233395120337
64,10.967550794864708
65,74.80049283184198
66,16.34857049322759
67,59.48591943885853
68,64.68870798615711
69,40.118814062022764
70,33.18694249951406
71,64.24073572319557
72,53.91674221753586
73,55.604263637657404
74,95.54621197153052
75,25.73509604902587
76,92.08992058813479
77,66.15215047728688
78,70.84820400902817
79,65.46874682566187
80,25.273095098668286
81,54.43074953579532
82,89.92128590628081
83,70.5533611534697
84,11.760532784436787
85,47.90428072026375
86,30.12257414785566
87,59.06169368651467
88,61.030450747630056
89,77.76328614592758
90,49.16020343383616
91,70.28777110281193
92,33.838420642486625
93,49.22333118633592
94,85.86740383135798
95,72.2881408132906
96,26.196351691755417
97,90.0778270615524
98,21.111193667562574
99,15.152685241543287
100,94.00734126189879
101,88.98436112503889
102,97.48688179907796
103,83.76810174234359
104,93.56933968320736
105,39.7071103789509
106,54.89026403662322
107,85.92834801769118
108,64.58967531386853
109,66.51437179940578
110,57.44211218746886
111,10.625085325396435
112,21.310132757865613
113,31.089658414406184
114,97.86479106596292
115,20.93135754622178
116,84.66984069219563
117,75.34393386371227
118,31.029962233485527
119,19.527907375407104
120,82.48672259028618
121,95.08638384399995
122,48.77567691066048
123,76.92373657516502
124,52.738703327766736
125,83.10764958693693
126,60.02616890446173
127,89.72536824864176
128,83.8883819694083
129,93.2420611636587
130,53.74615541333524
131,43.06404676353721
132,27.32178111362836
133,74.31939247105099
134,81.10453304374346
135,51.28972617484501
136,76.33022876630817
137,82.1851437672511
138,68.07165652135744
139,97.73176014092073
140,44.4059707359975
141,46.56716357207259
142,50.497451261542906
143,73.01484256366689
144,70.58921223632976
145,18.760393793572426
146,33.87159912261558
147,93.62801307167632
148,78.51656294055846
149,13.740115016215762
150,35.76256757704117
151,91.20674786727866
152,67.72998285604584
153,23.84789057823815
154,23.196753093705166
155,55.12309145953811
156,92.42444949008308
157,60.54514510210061
158,58.13885000694888
159,49.28997754079705
160,20.433902723174075
161,34.28799621000191
162,93.90980107812352
163,62.296682125141196
164,21.200385624323307
165,39.62416222970549
166,94.98701866123818
167,70.949036627234
168,65.07165073329853
169,87.84367671643805
170,96.14624651065881
171,91.1933076822215
172,98.62431306543853
173,69.26898129140069
174,38.39751063654201
175,72.0767151531791
176,23.16580918170286
177,96.99742620925753
178,75.17795368204465
179,71.27729966536388
180,73.50579664763814
181,95.81512850727323
182,18.852697182192355
183,13.294878186725366
184,70.84194087334146
185,29.797542175411586
186,10.976063792987292
187,30.62781389727033
188,86.27039905960704
189,90.69366945616193
190,97.45799845652886
191,94.26044567659616
192,65.20547785019431
193,58.92672040602855
194,81.998406792034
195,46.79083873431522
196,11.414754823886247
197,39.746571370799046
198,69.42652625711786
199,74.8024137001501
200,11.135024291276173
201,78.7926566816262
202,73.35801855325286
203,19.79428898571563
204,52.57391797925766
205,87.946838800399
206,45.34907934754776
207,49.02599806311397
208,76.7891524120786
209,57.25912840477829
210,21.239305903956133
211,79.3765145476943
212,52.476378176453494
213,75.32893871990358
214,76.76865855547618
215,87.13835924679432
216,33.346974587766816
217,79.684500917319
218,21.680778491559156
219,78.78591569653737
220,66.7376965174679
221,47.443041935154895
222,17.36876575850654
223,56.889921501141245
224,22.120892689336657
225,41.46857357472534
226,13.871281828809789
227,29.679254627044735
228,10.9730234023345
229,94.0622960105692
230,51.6073040765863
231,70.86813431740313
232,14.748967417508123
233,62.37409427812566
234,35.94577240035858
235,56.427394954529795
236,33.87630498125569
237,23.30991586673956
238,25.29149584461545
239,52.565828289984246
240,77.85459460480482
241,59.1248358630428
242,69.93087011641819
243,92.35937017351696
244,24.898259397715726
245,65.35616715581493
246,99.04387605443804
247,64.90209134121136
248,90.59198940509926
249,52.49254177338928
250,21.65134654738703
251,78.56612335127426
252,80.25449380538134
253,15.053521973225672
254,96.62137605981931
255,92.88343588588074
256,96.46532589209309
257,71.3379670683811
258,64.84821624051361
259,79.51078292588622
260,35.66109499785723
261,34.53383406995822
262,18.327174054357272
263,11.86341116322519
264,26.5734715248705
265,29.782455750319624
266,59.42213532077228
267,10.317806918915364
268,84.3166959270708
269,36.15552839616184
270,27.51526729487366
271,10.83104719865872
272,30.82326807262543
273,20.018264922928516
274,59.425774167905104
275,49.11928354400872
276,27.226847422488543
277,41.099228937129475
278,62.471646349320835
279,87.47329707970232
280,31.214831319840613
281,61.90352457018726
282,96.57198893334257
283,37.99213522725594
284,51.99564188670163
285,61.43609226237128
286,14.523521313976882
287,33.91358309691065
288,78.97968795996621
289,51.13891597355007
290,69.59584396696133
291,66.20543512364335
292,58.01664841377381
293,79.28311196441244
294,16.92260058654751
295,22.654713798060286
296,12.048607534897886
297,82.52626114093874
298,67.96649542030532
299,87.3613393910834
300,55.290971056034934
301,97.05791341411003
302,25.14389827717285
303,51.243510294736616
304,50.70585723009551
305,44.03294777488758
306,18.86049746956485
307,13.478672536399934
308,74.97224620949478
309,18.097908364235465
310,83.10914211490532
311,81.94669264544623
312,18.370412411716973
313,71.94075357934904
314,84.89408519676891
315,26.085561852185347
316,65.299832246262
317,64.93988674382405
318,45.88273508416468
319,42.37126163650664
320,16.026934488711962
321,54.92016403904978
322,75.78919810722196
323,87.5490045213581
324,36.01745612017183
325,49.45731634253127
326,94.55363187178202
327,12.067869544491092
328,24.06076457273275
329,59.29937764417035
330,47.67133353601729
331,34.97478548680935
332,28.355782145184854
333,70.81285453080936
334,51.916807419107215
335,94.06588628576188
336,64.06478658704091
337,53.56586867960771
338,21.958819772538543
339,81.11241003559783
340,55.87043537190193
341,48.30064943325625
342,10.143338817560196
343,39.32528732599576
344,45.51139833022316
345,38.545092155725804
346,75.64047375168997
347,55.28799945162703
348,76.78513201977871
349,54.424641886703164
350,81.38910741573
351,76.11121319258898
352,70.42955478894876
353,49.05614324658684
354,24.820314458083818
355,70.79176647757191
356,32.22567447496344
357,50.06525560315955
358,50.13305863195163
359,46.65509369277571
360,16.47168996025796
361,76.53717232554115
362,30.772897574209527
363,40.85281886146893
364,78.34675383654434
365,81.51690624537433
366,80.29202973692207
367,66.11186189624263
368,24.225467946636424
369,20.702028708496577
370,91.15475103388754
371,50.12328348996043
372,66.69191083460314
373,77.0163722859036
374,88.1879998273516
375,49.654678943224354
376,13.28764210371413
377,79.80653967411521
378,43.597486396286506
379,50.65348135200409
380,20.487632435111998
381,29.464748047988685
382,78.81163469564767
383,47.17712118879283
384,96.63891493361719
385,49.539626006184946
386,77.12273560023978
387,98.86850261177064
388,75.98942995326075
389,34.18003279084542
390,93.19802228295498
391,39.08024183730484
392,93.74254728773693
393,85.51239290310919
394,29.309316594422505
395,21.95823269228834
396,54.49466257076344
397,90.38738784904037
398,35.656275622613975
399,53.71305743046974
400,12.078964200398687
401,11.86989716253304
402,64.46677075330743
